start=2014-09-18T09:01:00,end=2014-11-13T09:01:00,version=0.2.2,note=NOT FOR NAVIGATION
FAA,ICAO,NAME,STATE,LATITUDE,LONGITUDE,ELEVATION
4MI0,,KRIEWALL STRIP,MI,42.83808527777777,-82.96881972222222,765.0
4MI1,,AIR RAHE,MI,41.83060333333333,-83.6874375,680.0
4MI2,,MCLAREN LAPEER REGION,MI,43.06368333333334,-83.32103333333333,855.0
4MI4,,WHITCOMB FIELD,MI,42.17809722222222,-85.67083666666666,915.0
4MI5,,BPS,MI,43.006972222222224,-82.60130833333334,675.0
4MI6,,BENEDICK,MI,41.857820277777776,-86.61446722222222,660.0
4MI7,,WITBECK AERODRONE,MI,43.81335888888889,-84.82168611111112,890.0
4MI8,,DARRELL'S LANDING,MI,43.24166666666667,-82.58277777777778,775.0
4MI9,,BIXBY HOSPITAL,MI,41.91301111111111,-84.04901666666667,821.0
4MN2,,COOT LANDING,MN,46.663847499999996,-96.24175722222222,1325.0
4MN3,,LEXINGTON,MN,45.311104722222225,-93.15036361111112,1080.0
4MN4,,MULDER FIELD INC,MN,44.455798055555555,-96.23059527777777,1669.0
4MN5,,KAPAUN-WILSON FIELD,MN,45.55051861111111,-96.45145,1122.0
4MN7,,BURK,MN,43.843846111111105,-94.28579694444444,1070.0
4MN8,,MYERS FIELD,MN,46.62746333333333,-94.33944027777777,1300.0
4MN9,,HUNTERSVILLE FIELD,MN,46.77605,-94.85221666666666,1380.0
4MO1,,WEHRMAN,MO,39.01263888888889,-91.41947222222221,778.0
4MO2,,NEWCOMB HEREFORD RANCH,MO,40.55836222222222,-92.44185305555555,850.0
4MO3,,SCHNEIDER FIELD,MO,39.99170194444444,-92.491855,939.0
4MO4,,LIBERTY LANDING,MO,39.21667027777778,-94.33355972222222,720.0
4MO6,,MARK TWAIN AIR PARK,MO,39.43893472222222,-91.118195,840.0
4MO7,,CROP CARE,MO,40.14138888888889,-95.24083333333333,875.0
4MO8,,MARTENS,MO,39.20666666666666,-94.26972222222223,720.0
4MO9,,FRIENDS FIELD,MO,38.89250833333333,-94.10855611111111,1100.0
4MS0,,PAYNE,MS,32.30042361111111,-89.85896722222222,359.0
4MS1,,ROBINSONVILLE,MS,34.81666666666667,-90.30291666666666,202.0
4MS2,,DOGWOOD ACRES,MS,32.21205555555555,-90.45027777777777,250.0
4MS3,,JETER FIELD,MS,34.95602777777778,-89.39402777777778,520.0
4MS4,,SPEARMAN FIELD,MS,34.157694444444445,-88.76022222222223,270.0
4MS5,,BIRD NEST,MS,31.001427777777778,-88.516975,311.0
4MS6,,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,MS,32.32833333333333,-90.17388888888888,471.0
4MS8,,CASINO CENTER,MS,34.84005555555555,-90.3283888888889,201.0
4MS9,,PROVIDENCE AIRPARK,MS,32.66597222222222,-90.0676388888889,240.0
4MT1,,KREIKEMEIER,MT,45.82068888888889,-111.14518055555556,4360.0
4MT8,,BRIER PATCH,MT,46.47388888888889,-114.05466666666666,3740.0
4N0,,NEWMAN'S,MI,42.28892638888889,-85.75001055555556,840.0
4N1,,GREENWOOD LAKE,NJ,41.12838888888889,-74.34652777777778,790.0
4N2,,MIDDLESEX VALLEY,NY,42.71394444444445,-77.27205555555557,770.0
4N4,,LIDGERWOOD MUNI,ND,46.08918333333333,-97.16613472222222,1081.0
4N7,,GREENE,NY,42.30424138888889,-75.78713722222223,935.0
4NA0,,LINDVIG AIRSTRIP,ND,48.008358055555554,-103.59075305555555,2180.0
4NA1,,RING ROCK RANCH,ND,48.242777777777775,-103.68638888888889,2256.0
4NA3,,PETERSON AIRSTRIP,ND,48.85724277777778,-101.30210361111111,1545.0
4NA5,,BERG STRIP,ND,48.28834638888889,-101.82821916666666,2250.0
4NA6,,NICKS LANDING,ND,48.45502527777777,-103.87965111111112,2440.0
4NC0,,BOYD'S HAWKS CREEK,NC,35.898470277777776,-80.61617361111111,815.0
4NC1,,FUTURISTICS,NC,36.529583888888894,-79.30168583333334,520.0
4NC2,,BAY CREEK,NC,35.20766694444444,-76.61214972222223,2.0
4NC3,,WINDSOR FARMS,NC,35.22751388888889,-78.81726055555555,180.0
4NC4,,LOWE'S MOORESVILLE,NC,35.544847222222224,-80.85426944444444,840.0
4NC5,,TRIPLE M,NC,34.73043916666667,-77.05050305555555,30.0
4NC6,,CANE CREEK,NC,35.44456,-82.47956416666666,2100.0
4NC7,,PEACOCK,NC,35.696264444444445,-78.53750305555556,390.0
4NC8,,BUFFALO CREEK,NC,35.42236222222222,-80.62062305555555,600.0
4NC9,,LZ CARROLL,NC,35.4485,-80.34258333333332,675.0
4ND1,,KNUTSON,ND,47.7927575,-97.1536938888889,880.0
4ND4,,PFAU PVT,ND,48.56390194444444,-100.87959027777778,1455.0
4ND8,,SANDEN,ND,46.354128611111115,-97.11703194444445,1065.0
4NE0,,REGIER BROTHERS,NE,40.915576388888894,-101.55980972222223,3363.0
4NE1,,MC MILLAN RANCH,NE,41.75416888888889,-99.75456583333333,2500.0
4NE3,,SIMON,NE,41.10499861111111,-100.74403333333333,2789.0
4NE8,,MALONE M-BAR RANCH,NE,40.382776388888885,-101.15154972222223,3000.0
4NE9,,HOLZFASTER'S,NE,40.999161388888886,-101.446555,3305.0
4NJ0,,WINDWARD FARMS,NJ,40.44927083333334,-75.01766944444444,425.0
4NJ1,,SOMERSET MEDICAL CENTER,NJ,40.56611111111111,-74.59555555555555,136.0
4NJ3,,SEABROOK,NJ,39.6195575,-75.4385288888889,30.0
4NJ4,,PSE & G TRENTON DISTRIBUTION HELISTOP,NJ,40.28760805555555,-74.67543611111111,85.0
4NJ5,,RARITAN CENTER,NJ,40.492603888888894,-74.52126555555554,10.0
4NJ6,,VINELAND VETERANS HOME,NJ,39.49511555555556,-75.03073138888888,109.0
4NJ8,,PETERS,NJ,40.60010222222222,-74.73293944444444,150.0
4NK0,,WCA HOSPITAL,NY,42.09005777777778,-79.2306036111111,1340.0
4NK2,,TRACY FIELD,NY,43.14523333333333,-73.41965,455.0
4NK3,,EVANS AIRWAYS,NY,42.6725,-78.96698055555555,940.0
4NK4,,WOODFORD AIRFIELD,NY,42.827222222222225,-76.02583333333334,1280.0
4NK5,,HARVS,NY,43.101172222222225,-77.36776666666667,500.0
4NK6,,AG-ALLEY,NY,43.16111111111111,-77.1775,450.0
4NK7,,LIGHTNING TREE FARM,NY,41.83175833333333,-73.65956944444444,945.0
4NK8,,LONGWELL,NY,43.000905555555555,-74.187075,800.0
4NK9,,CORPORATE PARK OF STATEN ISLAND,NY,40.617222222222225,-74.17583333333333,5.0
4NY0,,MOUNTAIN VIEW AIRPARK,NY,44.668931944444445,-73.54624777777778,500.0
4NY1,,ORANGE POULTRY FARM,NY,41.32787166666667,-74.32459638888889,420.0
4NY2,,EDO,NY,40.783434444444445,-73.8662463888889,0.0
4NY3,,GREENVILLE MOUNTAIN,NY,41.37611111111111,-79.61305555555556,1044.0
4NY4,,CROSS' FARM,NY,42.55952472222222,-73.77206611111112,55.0
4NY5,,BISTRIANS,NY,40.98759999999999,-72.17341166666667,70.0
4NY6,,STATION 237,NY,42.934786111111116,-77.1835886111111,740.0
4NY7,,SOUTH CAIRO,NY,42.329166666666666,-73.96083333333333,400.0
4NY8,,HARRIS HILL,NY,42.1209075,-76.90107166666667,1709.0
4NY9,,BELMONT PARK,NY,40.714546666666664,-73.71040861111112,72.0
4O1,,SNYDER,OK,34.627722222222225,-99.01400000000001,1325.0
4O4,,MC CURTAIN COUNTY RGNL,OK,33.90936111111111,-94.85936111111111,471.6
4O5,,CHEROKEE MUNI,OK,36.78830833333333,-98.35843055555554,1179.0
4O6,,CHEROKEE,OK,36.583411388888884,-94.91690277777776,739.0
4O7,,DECKER FIELD,OK,36.372166666666665,-98.17844444444445,1330.0
4OA1,,FAIRFIELD MEDICAL CENTER,OH,39.71816666666666,-82.57780555555554,893.0
4OA8,,BOWMAN,OH,40.10861111111111,-84.29972222222223,980.0
4OH0,,BLACK,OH,39.98894388888889,-84.1874425,930.0
4OH1,,SKY HAVEN,OH,41.716994722222225,-81.10676444444445,940.0
4OH2,,BETHESDA HOSPITAL HELISTOP,OH,39.97425833333333,-82.01837777777777,786.0
4OH3,,BIEBER FIELD,OH,40.98305555555555,-80.70111111111112,1035.0
4OH4,,MILLERTIME,OH,39.79277777777778,-83.11722222222222,840.0
4OH6,,WINGFOOT LAKE AIRSHIP OPERATIONS,OH,41.00950111111111,-81.35788666666666,1164.0
4OH7,,HOLZER,OH,38.84619083333334,-82.23848166666666,590.0
4OH8,,HUFFMAN FARM,OH,41.50005111111111,-84.24995,741.0
4OH9,,BELLEVUE HOSPITAL,OH,41.288703,-82.88235277777777,756.0
4OI0,,FLOWER HOSPITAL,OH,41.70838333333333,-83.69215944444444,661.0
4OI1,,PETRO,OH,39.97173611111111,-81.89513277777777,808.0
4OI3,,HORIZONS,OH,39.12255999999999,-84.40994027777776,508.0
4OI7,,R & M AVIATION,OH,41.453654722222225,-81.97014138888889,690.0
4OI8,,BROCKER FIELD,OH,41.057835833333336,-80.75452305555555,1170.0
4OI9,,BAISDEN,OH,39.102222222222224,-82.61071888888888,730.0
4OK3,,ST FRANCIS HOSPITAL,OK,36.075095833333336,-95.91888111111112,752.0
4OK4,,LOW PASS,OK,35.28756277777778,-97.66420638888889,1320.0
4OK5,,NEWMAN FARM,OK,34.550081666666664,-97.6003063888889,1140.0
4OK9,,HSI,OK,35.92395277777778,-96.78419138888889,950.0
4OR0,,SPRINGBROOK,OR,42.55511944444444,-123.20450000000001,1560.0
4OR1,,MCNARY ARNG FLD,OR,44.91012,-123.002595,209.0
4OR3,,LAMBERT FIELD,OR,44.730398888888885,-123.07592777777778,195.0
4OR4,,SCHROCK,OR,44.44361111111111,-123.23833333333333,245.0
4OR5,,FLY 'N' W,OR,44.96789777777778,-122.94148305555555,206.0
4OR6,,STARGAZER FIELD,OR,45.44984277777778,-122.25425583333333,510.0
4OR7,,LUSARDI FIELD,OR,44.98539777777778,-122.94620555555557,205.0
4OR8,,WAGONER,OR,44.84845361111111,-123.04148416666666,700.0
4P2,,OLD PORTAGE,OH,41.13783333333333,-81.54914555555555,760.0
4P3,,FLANDREAU MUNI,SD,44.003860555555555,-96.59310138888888,1645.0
4P5,,FRANKS,WI,45.88328555555556,-90.00015472222222,1650.0
4PA0,,FLICKSVILLE,PA,40.84319444444444,-75.20531944444446,447.0
4PA1,,SAUERS-HAVEN,PA,40.88388888888889,-76.98,590.0
4PA2,,WARNER-LAMBERT,PA,40.15231694444444,-76.30579027777777,430.0
4PA4,,LOCK HAVEN HOSPITAL,PA,41.13194444444444,-77.47083333333333,555.0
4PA5,,PONDEROSA,PA,41.30840194444445,-77.52470277777778,1820.0
4PA6,,HIAWATHA,PA,41.915085000000005,-75.36444444444444,1670.0
4PA8,,RUSSO AIRSTRIP,PA,40.43288138888889,-75.14961722222222,400.0
4PA9,,MACUNGIE MACK,PA,40.500096944444444,-75.56629722222222,400.0
4PN0,,FLYING M RANCH,PA,41.2164475,-80.09367055555555,1348.0
4PN3,,GALLATIN FUEL,PA,39.866465,-79.95061027777777,980.0
4PN4,,MUDDY RUN,PA,39.84538,-76.28523555555556,630.0
4PN5,,BRIGHAM,PA,40.52722222222222,-75.0775,400.0
4PN6,,WILLIAMS GROVE,PA,40.15009111111112,-77.03303305555555,510.0
4PN7,,MERRITT FIELD,PA,41.42091111111111,-76.53439166666666,2000.0
4PN8,,C.J.K.,PA,41.530910000000006,-75.87825222222222,1100.0
4PS3,,PARAPORT,PA,41.78841666666666,-79.5185861111111,1400.0
4PS4,,MOUNTAIN TOP,PA,39.8542775,-75.57270472222223,350.0
4PS5,,MUDDY CREEK,PA,39.920544444444445,-79.94866388888889,1080.0
4PS8,,COATESVILLE,PA,39.89333333333333,-75.81833333333333,564.0
4PS9,,FERRANTE,PA,40.59867666666667,-79.58115583333334,950.0
4R1,,I H BASS JR MEMORIAL,MS,31.01533333333333,-89.48255555555556,310.0
4R3,,JACKSON MUNI,AL,31.470559722222223,-87.89590138888889,62.0
4R5,,MAJOR GILBERT FIELD,WI,46.78866666666667,-90.75872222222223,649.0
4R6,,MILNOR MUNI,ND,46.258294166666666,-97.43786861111111,1091.0
4R7,,EUNICE,LA,30.46628388888889,-92.42379916666667,42.0
4R9,,DAUPHIN ISLAND,AL,30.260491666666667,-88.12747222222222,5.0
4S1,,GOLD BEACH MUNI,OR,42.41529769444445,-124.42492233333333,20.0
4S2,,KEN JERNSTEDT AIRFIELD,OR,45.672777777777775,-121.53613888888889,638.0
4S4,,SKYPORT,OR,45.582614444444445,-123.052885,174.0
4S5,,ST THOMAS MUNI,ND,48.626378055555556,-97.43924777777778,837.0
4S6,,TIETON STATE,WA,46.63755138888889,-121.1239788888889,2964.0
4S7,,MALIN,OR,42.00113888888889,-121.39636111111112,4053.0
4S9,,MULINO STATE,OR,45.216325,-122.5900838888889,260.0
4SC4,,DAVIS FIELD,SC,34.765277777777776,-82.69111111111111,940.0
4SC7,,WEXFORD LANDING,SC,33.57833333333333,-81.51166666666667,350.0
4SD4,,DAN'S,SD,44.041666666666664,-103.04583333333333,3166.0
4T2,,KENNETH COPELAND,TX,32.97925,-97.49191666666667,693.0
4TA0,,PRAIRIE AIRE FIELD,TX,29.355520000000002,-95.66383583333334,65.0
4TA1,,WARSCHUN RANCH,TX,33.30289444444444,-97.11140055555556,600.0
4TA3,,"COSTELLO ISLAND, INC",TX,32.8987325,-98.46005361111112,1020.0
4TA4,,PEA PATCH,TX,29.93938611111111,-96.06046666666667,174.0
4TA5,,LUCKY G,TX,33.852597777777774,-98.64616944444445,1068.0
4TA6,,COMANCHE CAVES RANCH,TX,30.022433055555556,-99.38365722222223,2000.0
4TA7,,OAK RIDGE,TX,27.861136666666667,-97.19887888888888,20.0
4TA8,,PERRY RANCH,TX,30.616845,-101.01704833333334,2250.0
4TE0,,RO RANCH,TX,30.36,-98.05944444444444,936.0
4TE1,,POLYANNA RANCH,TX,32.07944444444445,-96.71027777777778,570.0
4TE2,,LEWIS PRIVATE,TX,29.544115277777777,-100.67314555555556,1379.0
4TE3,,FINLEY RANCH,TX,35.11671805555555,-101.442115,3400.0
4TE4,,TAURUS MESA,TX,29.62101888888889,-103.6793511111111,3576.0
4TE5,,DELL CITY,TX,31.933446111111113,-105.20051166666667,3700.0
4TE6,,FRANCIS RANCH,TX,31.83881666666667,-97.7951638888889,960.0
4TE7,,DEVIL'S RIVER RANCH,TX,29.740770555555557,-100.96510027777776,1680.0
4TE8,,BEN BRUCE MEMORIAL AIRPARK,TX,30.321041666666666,-94.07351361111111,44.0
4TE9,,SQUIRREL CREEK RANCH,TX,29.264125277777776,-99.35059833333332,970.0
4TN0,,MELTON FIELD,TN,36.151944444444446,-83.73277777777778,1060.0
4TN2,,BUCK CREEK RANCH,TN,35.883401944444444,-84.96884222222222,1800.0
4TN3,,HAWKS NEST,TN,35.11833333333333,-89.36777777777777,410.0
4TN4,,COTTON FIELD,TN,35.19,-89.63861111111112,345.0
4TN6,,HOLDER FIELD,TN,36.24718333333333,-85.51158333333333,1110.0
4TN7,,BMH-H,TN,36.000062222222226,-88.41755027777778,570.0
4TN8,,RGNL HOSPITAL OF JACKSON,TN,35.682293333333334,-88.85505944444444,444.0
4TN9,,SOUTHFORK,TN,35.61083333333333,-88.69472222222223,387.0
4TS0,,FIRST CITY FINANCIAL CENTER,TX,29.753839166666666,-95.3654936111111,482.0
4TS1,,PIN OAK STABLES,TX,29.723285,-95.45799638888889,57.0
4TS2,,WILSHIRE PLACE,TX,29.85717,-95.50633,65.0
4TS3,,PALESTINE REGIONAL MEDICAL CENTER,TX,31.732788888888887,-95.62599999999999,570.0
4TS4,,PALM PETROLEUM CORPORATION,TX,29.97522111111111,-95.36882527777777,95.0
4TS5,,GOEBEL FIELD,TX,30.221916666666665,-99.4984,2189.0
4TS6,,STATE POLICE,TX,29.900555555555556,-95.58583333333333,140.0
4TS7,,ALLISON RANCH,TX,30.450168888888886,-102.92654583333334,4572.0
4TS8,,GLASSCOCK FIELD,TX,29.374955833333335,-99.34198666666667,1089.0
4TS9,,OSSIPORT,TX,30.323815555555555,-97.86778638888889,818.0
4TX0,,SLACK,TX,29.863554166666667,-94.83436722222223,35.0
4TX1,,ABILENE RGNL MEDICAL CENTER,TX,32.37457166666667,-99.74286555555555,1800.0
4TX2,,STAGE COACH HILLS,TX,32.966791388888886,-97.23362583333333,684.0
4TX3,,FOREST HILL,TX,33.66121388888889,-95.8335775,525.0
4TX4,,BIRK,TX,32.6279125,-97.1919563888889,700.0
4TX5,,HANCOCK,TX,32.22987027777778,-96.25969916666668,305.0
4TX6,,KILGORE,TX,32.41265027777778,-94.81826916666665,365.0
4TX7,,OLIVER,TX,33.41953888888889,-99.86564833333333,1500.0
4TX8,,ADDINGTON FIELD,TX,33.24872916666667,-97.22390527777777,705.0
4TX9,,LITTLE C RANCH,TX,32.013758055555556,-97.98142194444445,1050.0
4U4,,HEBBELMAN,MT,48.5135,-109.06466666666667,2589.0
4U6,,CIRCLE TOWN COUNTY,MT,47.41833333333334,-105.5608888888889,2441.0
4U7,,WEST FORK LODGE,MT,45.86225,-114.21775000000001,4249.0
4U9,,DELL FLIGHT STRIP,MT,44.73575,-112.71969444444446,6007.0
4V0,,RANGELY,CO,40.09397222222222,-108.76305555555555,5278.0
4V1,,SPANISH PEAKS AIRFIELD,CO,37.696515,-104.78478530555556,6056.0
4V4,,NORTHWOOD MUNI-VINCE FIELD,ND,47.7248875,-97.58981111111112,1117.0
4V6,,HAY SPRINGS MUNI,NE,42.68220302777778,-102.70120533333333,3831.0
4V8,,DEERFIELD VALLEY RGNL,VT,42.92713555555555,-72.86565361111111,1953.0
4V9,,ANTELOPE COUNTY,NE,42.11225,-98.03977777777779,1774.0
4VA3,,FLYING W,VA,37.42987,-77.39442611111112,101.0
4VA4,,HEPNER,VA,38.93483222222223,-78.54001083333333,1150.0
4VA5,,STARR,VA,37.65958611111111,-78.92224388888889,640.0
4VA6,,TAYLOR,VA,37.88068027777778,-75.50603666666667,48.0
4VA7,,UNITED COAL,VA,37.296776944444446,-82.12874583333333,1020.0
4VA8,,CHRISTIAN'S,VA,37.61375555555555,-77.2958111111111,125.0
4VA9,,PLEASANTDALE FIELD,VA,38.56901166666667,-77.92055083333334,420.0
4VG2,,COOL WATER,VA,37.85805555555555,-77.54722222222222,250.0
4W0,,BANDERA STATE,WA,47.39536888888889,-121.53647194444444,1636.0
4W4,,WHITFIELD FARMS,NC,36.283472777777774,-79.07890138888888,653.0
4W7,,HURDLE FIELD,NC,36.07227777777778,-79.28063888888889,682.0
4W8,,ELMA MUNI,WA,46.990539999999996,-123.42965611111111,35.0
4W9,,PINK HILL,NC,35.05071916666667,-77.73608694444444,144.0
4WA0,,B & G FARMS,WA,46.94027777777778,-119.7375,1120.0
4WA1,,BROWN'S CAPE HORN,WA,45.608333333333334,-122.19694444444444,920.0
4WA2,,CRICKET FIELD,WA,46.92718111111112,-122.96847222222222,184.0
4WA3,,ST JOHN'S MEDICAL CENTER,WA,46.13027777777778,-122.9413888888889,52.0
4WA4,,WINDSOCK,WA,48.54149,-122.88740083333333,30.0
4WA6,,HILLE AIRSTRIP,WA,46.61847416666667,-118.59471055555555,1500.0
4WA7,,MARK REED HOSPITAL,WA,47.05898416666666,-123.26043083333333,256.0
4WA8,,RIVERSIDE,WA,48.83483777777778,-122.26432472222223,175.0
4WA9,,PORT ORCHARD,WA,47.432317499999996,-122.66791333333333,370.0
4WI0,,WISSOTA,WI,44.933295,-91.27237416666667,936.0
4WI1,,BANCROFT EAST,WI,43.48331833333333,-89.18344777777779,840.0
4WI2,,ISLAND VIEW,WI,45.606071944444444,-89.02150666666667,1640.0
4WI4,,TURNER,WI,45.574075,-89.74797222222223,1500.0
4WI5,,CARLSON,WI,44.72357166666667,-91.45988138888889,900.0
4WI7,,VINCENT,WI,42.51835,-88.29925833333334,880.0
4WI8,,CARHART FARMS,WI,44.05135083333334,-91.37625777777778,737.0
4WI9,,CORNELL MUNI,WI,45.16552222222222,-91.10569722222222,1154.0
4WN2,,SWENSEN,WI,44.41699136111111,-89.98637941666667,1055.0
4WN3,,LAKEWOOD AIRPARK,WI,45.33205186111111,-88.53599605555556,1300.0
4WN4,,RIVER RIDGE AERO ESTATES,WI,45.29407605555555,-91.23292666666667,1050.0
4WN5,,ROMEO AIRSTRIP,WI,45.45702611111111,-92.37830583333334,1155.0
4WN6,,BAY AREA MEDICAL CENTER,WI,45.07282222222222,-87.61818888888888,608.0
4WN7,,COUNTY RESCUE SERVICES,WI,44.47143333333334,-87.99481944444443,620.0
4WN8,,LYNN LOUISE,WI,43.005208333333336,-88.47074722222223,616.0
4WN9,,DIGGER DOUGS,WI,42.5975,-88.1463888888889,800.0
4WV4,,HEAVEN'S LANDING,WV,39.17,-79.06166666666667,1220.0
4X4,,WESSINGTON SPRINGS,SD,44.06188866666667,-98.53219172222222,1546.0
4XA2,,CARD AIRFIELD,TX,28.790430555555556,-97.76545833333334,320.0
4XA3,,OWEN FIELD,TX,32.25361111111111,-99.49861111111112,1971.0
4XA4,,APACHE PASS,TX,30.683552777777777,-97.14337777777777,410.0
4XA5,,DAVE EBY FIELD,TX,34.037749999999996,-98.496,1004.0
4XA6,,MEDICAL CENTER OF SOUTHEAST TEXAS,TX,29.93656111111111,-93.98887777777779,7.0
4XA7,,BAYLOR HEALTH CENTER AT IRVING COPPELL,TX,32.91296666666666,-96.95246944444445,527.0
4XA8,,WINKLER COUNTY MEMORIAL HOSPITAL,TX,31.849722222222223,-103.09083333333334,2858.0
4XS0,,PFEFFER & SON FARMS,TX,29.929669444444443,-95.96412194444444,210.0
4XS1,,COYOTE FIELD,TX,32.13388888888889,-96.52063888888888,430.0
4XS2,,TEATE FIELD,TX,33.17055555555555,-97.73166666666667,795.0
4XS3,,COLUMBIA LAKES,TX,29.16802388888889,-95.621335,30.0
4XS4,,BAYLOR MEDICAL CENTER AT CARROLLTON,TX,33.02865,-96.887,572.0
4XS5,,SCRAPPIN VALLEY,TX,31.121858888888887,-93.80295944444444,350.0
4XS6,,H YOUNG RANCH,TX,30.391862222222223,-98.66142305555556,1700.0
4XS9,,CAJUN HILLS RANCH,TX,30.09604277777778,-98.16278972222223,1300.0
4Y1,,RAETHER,MI,42.56519444444445,-83.85629166666668,982.0
4Y4,,LAKES OF THE NORTH,MI,44.91180555555555,-84.87533888888888,1287.2
4Y8,,PARA FIELD,MI,43.20224444444444,-82.7538888888889,800.0
4Y9,,EAGLES LANDING,MI,44.30833805555555,-85.77228916666667,1010.0
4Z5,,HORSFELD,AK,62.007173611111114,-141.181295,3300.0
4Z7,,HYDER,AK,55.90331972222222,-130.00670305555556,0.0
4Z9,,JAKOLOF BAY,AK,59.45216055555555,-151.52238111111112,5.0
50AK,,ROBIN'S LANDING,AK,61.38046111111111,-150.11625,95.0
50AL,,PERDIDO BEACH VFD,AL,30.346911111111112,-87.50575,14.0
50AR,,JOHN ED CHAMBERS MEMORIAL HOSPITAL,AR,35.05453444444444,-93.38768472222222,340.0
50AZ,,ROCKY RIDGE,AZ,36.05972222222222,-110.58819305555555,5946.0
50CA,,ST MARY MEDICAL CENTER,CA,33.778906388888885,-118.1859013888889,174.0
50CL,,L A CO SHERIFF LAKEWOOD,CA,33.85084916666667,-118.13340055555557,58.0
50CN,,PALMDALE MEDICAL CENTER,CA,34.5825,-118.14555555555556,2743.0
50CO,,CASTLE ROCK ADVENTIST HEALTH CAMPUS,CO,39.40611111111111,-104.88416666666667,6134.0
50D,,IRON COUNTY,MI,46.009079666666665,-88.27402563888889,1340.0
50F,,BOURLAND FIELD,TX,32.581833333333336,-97.59077777777777,873.2
50FA,,LEHIGH ACRES RGNL MEDICAL CENTER,FL,26.61660722222222,-81.6591461111111,23.2
50FD,,CATTLE CREEK RANCH,FL,30.518249444444447,-85.19881083333333,120.0
50FL,,ODOM'S FLYING SERVICE,FL,30.85333333333333,-87.23944444444444,245.0
50G,,HOWARD NIXON MEMORIAL,MI,43.18197622222222,-84.13329225000001,644.0
50GA,,MALLORY FIELD,GA,30.950833333333332,-83.23416666666667,202.0
50I,,KENTLAND MUNI,IN,40.75873222222222,-87.42821916666666,698.0
50II,,WAY WEST,IN,39.77365722222222,-86.75639555555554,890.0
50IL,,MIDLAND,IL,42.488905555555554,-88.17425277777778,750.0
50IN,,ROPKEY FIELD,IN,40.05808611111111,-86.79542222222223,820.0
50IS,,FHN MEMORIAL HOSPITAL,IL,42.294463611111105,-89.6378938888889,870.0
50K,,PAWNEE CITY MUNI,NE,40.11616666666667,-96.19486111111111,1260.0
50KY,,ZANZIBAR FARM,KY,38.12979888888889,-84.33021138888888,915.0
50LA,,LA STATE POLICE TROOP C,LA,29.67898333333333,-90.78155000000001,10.0
50LS,,LIVINGSTON PARISH AIR SUPPORT,LA,30.47826388888889,-90.79372222222223,32.0
50M,,PUCKETT,TN,35.68944444444445,-86.615,780.0
50MD,,QUEEN ANNE E.R.,MD,38.96752222222222,-76.18278055555555,26.0
50MI,,BURGESS LAKE,MI,43.15725305555556,-85.29418916666667,799.0
50MN,,ORTONVILLE HOSPITAL,MN,45.315472222222226,-96.44694444444444,1111.0
50MO,,OZARKS MEDICAL CENTER,MO,36.73839277777778,-91.87376027777778,1006.0
50MS,,WESLEY MEDICAL CENTER NORTH,MS,31.32738888888889,-89.36569444444444,222.0
50MT,,FLY WM,MT,45.62861111111111,-108.82833333333333,3332.0
50NC,,ERVIN AIRFIELD,NC,35.545,-80.6686111111111,905.0
50NJ,,EXPRESS MARINE,NJ,39.95233472222222,-75.0840625,15.0
50NM,,SANDOVAL RGNL MEDICAL CENTER,NM,35.30816388888889,-106.68084166666668,5564.0
50NV,,AIRLIFT HELICOPTERS,NV,39.61691666666667,-119.89593333333333,5355.0
50NY,,OLD FORT FARM,NY,42.814508333333336,-77.57332833333334,1050.0
50OG,,TEUFEL'S,OR,45.531416666666665,-123.08452777777778,185.0
50OH,,AERODROME LES NOYERS,OH,39.68035277777778,-83.74467222222222,1085.0
50OK,,INTEGRIS SOUTHWEST MEDICAL CENTER,OK,35.42283888888889,-97.52114916666666,1260.0
50OR,,GOERING RANCHES,OR,44.09734472222222,-120.94724111111113,3450.0
50PA,,PEGASUS AIR PARK,PA,40.93342611111111,-75.3496275,620.0
50PN,,DELMONT PERSONAL USE,PA,40.39117888888889,-79.57115305555556,1210.0
50R,,LOCKHART MUNI,TX,29.85033333333333,-97.67241666666666,532.0
50S,,PARMA,ID,43.7787725,-116.9384861111111,2228.0
50TA,,MOLTZ,TX,29.687725555555556,-97.99611638888888,600.0
50TN,,PARIS LANDING AIRPARK,TN,36.35233888888889,-88.35049166666667,400.0
50TS,,TJ-CJ PRIVATE,TX,29.460787777777778,-98.33056861111112,630.0
50TX,,KENNEDY RANCH,TX,30.137625,-98.52537777777778,1598.0
50VA,,L G HOSPITAL,VA,37.417364166666665,-79.17252472222222,700.0
50WA,,HARTLEY,WA,46.61982611111112,-122.96512666666666,400.0
50WY,,MC MURRY,WY,42.82666666666667,-106.25416666666666,5255.0
50XS,,HUGHES RANCH,TX,29.043297777777777,-100.58452638888889,905.0
51A,,HAWKINSVILLE-PULASKI COUNTY,GA,32.28366666666667,-83.43797222222223,270.0
51AK,,BIRCH CREEK LANDING,AK,62.242288888888886,-150.0658138888889,400.0
51AZ,,YAVAPAI RGNL MEDICAL CENTER EAST,AZ,34.59,-112.3313888888889,5100.0
51CA,,KELLY,CA,34.423610555555555,-116.6169675,2806.0
51CL,,VETTERS SKY RANCH,CA,38.230471666666666,-121.2221686111111,80.0
51D,,EDGELEY MUNI,ND,46.349694444444445,-98.735,1603.5
